Key,Remarks,id,aptitude,growUp
60333103_18,,60333103,18,伤害减免_2|
60333103_19,,60333103,19,伤害减免_2|
60333103_20,,60333103,20,伤害减免_2|
60333103_21,,60333103,21,伤害减免_2|
60333103_22,,60333103,22,伤害减免_2|
60333103_23,,60333103,23,伤害减免_2|
60333103_24,,60333103,24,伤害减免_2|
60333103_25,,60333103,25,伤害减免_2|
60333103_26,,60333103,26,伤害减免_2|
60333103_27,,60333103,27,伤害减免_3|
60333103_28,,60333103,28,伤害减免_3|
60333103_29,,60333103,29,伤害减免_3|
60333103_30,,60333103,30,伤害减免_3|
60370101_1,,60370101,1,物理攻击_1|
60370101_2,,60370101,2,物理攻击_2|
60370101_3,,60370101,3,物理攻击_3|
60370101_4,,60370101,4,物理攻击_4|
60370101_5,,60370101,5,物理攻击_5|
60370101_6,,60370101,6,物理攻击_6|
60370101_7,,60370101,7,物理攻击_7|
60370101_8,,60370101,8,物理攻击_8|
60370101_9,,60370101,9,物理攻击_9|
60370101_10,,60370101,10,物理攻击_10|
60370101_11,,60370101,11,物理攻击_11|
60370101_12,,60370101,12,物理攻击_12|
60370101_13,,60370101,13,物理攻击_13|
60370101_14,,60370101,14,物理攻击_14|
60370101_15,,60370101,15,物理攻击_15|
60370101_16,,60370101,16,物理攻击_16|
60370101_17,,60370101,17,物理攻击_17|
60370101_18,,60370101,18,物理攻击_18|
60370101_19,,60370101,19,物理攻击_19|
60370101_20,,60370101,20,物理攻击_20|
60370101_21,,60370101,21,物理攻击_21|
60370101_22,,60370101,22,物理攻击_22|
60370101_23,,60370101,23,物理攻击_23|
60370101_24,,60370101,24,物理攻击_24|
60370101_25,,60370101,25,物理攻击_25|
60370101_26,,60370101,26,物理攻击_26|
60370101_27,,60370101,27,物理攻击_27|
60370101_28,,60370101,28,物理攻击_28|
60370101_29,,60370101,29,物理攻击_29|
60370101_30,,60370101,30,物理攻击_30|
60370102_1,,60370102,1,法术防御_1|
60370102_2,,60370102,2,法术防御_2|
60370102_3,,60370102,3,法术防御_3|
60370102_4,,60370102,4,法术防御_4|
60370102_5,,60370102,5,法术防御_5|
60370102_6,,60370102,6,法术防御_6|
60370102_7,,60370102,7,法术防御_7|
60370102_8,,60370102,8,法术防御_8|
60370102_9,,60370102,9,法术防御_9|
60370102_10,,60370102,10,法术防御_10|
60370102_11,,60370102,11,法术防御_11|
60370102_12,,60370102,12,法术防御_12|
60370102_13,,60370102,13,法术防御_13|
60370102_14,,60370102,14,法术防御_14|
60370102_15,,60370102,15,法术防御_15|
60370102_16,,60370102,16,法术防御_16|
60370102_17,,60370102,17,法术防御_17|
60370102_18,,60370102,18,法术防御_18|
60370102_19,,60370102,19,法术防御_19|
60370102_20,,60370102,20,法术防御_20|
60370102_21,,60370102,21,法术防御_21|
60370102_22,,60370102,22,法术防御_22|
60370102_23,,60370102,23,法术防御_23|
60370102_24,,60370102,24,法术防御_24|
60370102_25,,60370102,25,法术防御_25|
60370102_26,,60370102,26,法术防御_26|
60370102_27,,60370102,27,法术防御_27|
60370102_28,,60370102,28,法术防御_28|
60370102_29,,60370102,29,法术防御_29|
60370102_30,,60370102,30,法术防御_30|
60360101_1,,60360101,1,物理攻击_1|
60360101_2,,60360101,2,物理攻击_2|
60360101_3,,60360101,3,物理攻击_3|
60360101_4,,60360101,4,物理攻击_4|
60360101_5,,60360101,5,物理攻击_5|
60360101_6,,60360101,6,物理攻击_6|
60360101_7,,60360101,7,物理攻击_7|
60360101_8,,60360101,8,物理攻击_8|
60360101_9,,60360101,9,物理攻击_9|
60360101_10,,60360101,10,物理攻击_10|
60360101_11,,60360101,11,物理攻击_11|
60360101_12,,60360101,12,物理攻击_12|
60360101_13,,60360101,13,物理攻击_13|
60360101_14,,60360101,14,物理攻击_14|
60360101_15,,60360101,15,物理攻击_15|
60360101_16,,60360101,16,物理攻击_16|
60360101_17,,60360101,17,物理攻击_17|
60360101_18,,60360101,18,物理攻击_18|
60360101_19,,60360101,19,物理攻击_19|
60360101_20,,60360101,20,物理攻击_20|
60360101_21,,60360101,21,物理攻击_21|
60360101_22,,60360101,22,物理攻击_22|
60360101_23,,60360101,23,物理攻击_23|
60360101_24,,60360101,24,物理攻击_24|
60360101_25,,60360101,25,物理攻击_25|
60360101_26,,60360101,26,物理攻击_26|
60360101_27,,60360101,27,物理攻击_27|
60360101_28,,60360101,28,物理攻击_28|
60360101_29,,60360101,29,物理攻击_29|
60360101_30,,60360101,30,物理攻击_30|
60380101_1,,60380101,1,物理攻击_1|
60380101_2,,60380101,2,物理攻击_2|
60380101_3,,60380101,3,物理攻击_3|
60380101_4,,60380101,4,物理攻击_4|
60380101_5,,60380101,5,物理攻击_5|
60380101_6,,60380101,6,物理攻击_6|
60380101_7,,60380101,7,物理攻击_7|
60380101_8,,60380101,8,物理攻击_8|
60380101_9,,60380101,9,物理攻击_9|
60380101_10,,60380101,10,物理攻击_10|
60380101_11,,60380101,11,物理攻击_11|
60380101_12,,60380101,12,物理攻击_12|
60380101_13,,60380101,13,物理攻击_13|
60380101_14,,60380101,14,物理攻击_14|
60380101_15,,60380101,15,物理攻击_15|
60380101_16,,60380101,16,物理攻击_16|
60380101_17,,60380101,17,物理攻击_17|
60380101_18,,60380101,18,物理攻击_18|
60380101_19,,60380101,19,物理攻击_19|
60380101_20,,60380101,20,物理攻击_20|
60380101_21,,60380101,21,物理攻击_21|
60380101_22,,60380101,22,物理攻击_22|
60380101_23,,60380101,23,物理攻击_23|
60380101_24,,60380101,24,物理攻击_24|
60380101_25,,60380101,25,物理攻击_25|
60380101_26,,60380101,26,物理攻击_26|
60380101_27,,60380101,27,物理攻击_27|
60380101_28,,60380101,28,物理攻击_28|
60380101_29,,60380101,29,物理攻击_29|
60380101_30,,60380101,30,物理攻击_30|
60380102_1,,60380102,1,法术防御_1|
60380102_2,,60380102,2,法术防御_2|
60380102_3,,60380102,3,法术防御_3|
60380102_4,,60380102,4,法术防御_4|
60380102_5,,60380102,5,法术防御_5|
60380102_6,,60380102,6,法术防御_6|
60380102_7,,60380102,7,法术防御_7|
60380102_8,,60380102,8,法术防御_8|
60380102_9,,60380102,9,法术防御_9|
60380102_10,,60380102,10,法术防御_10|
60380102_11,,60380102,11,法术防御_11|
60380102_12,,60380102,12,法术防御_12|
60380102_13,,60380102,13,法术防御_13|
60380102_14,,60380102,14,法术防御_14|
60380102_15,,60380102,15,法术防御_15|
60380102_16,,60380102,16,法术防御_16|
60380102_17,,60380102,17,法术防御_17|
60380102_18,,60380102,18,法术防御_18|
60380102_19,,60380102,19,法术防御_19|
60380102_20,,60380102,20,法术防御_20|
60380102_21,,60380102,21,法术防御_21|
60380102_22,,60380102,22,法术防御_22|
60380102_23,,60380102,23,法术防御_23|
60380102_24,,60380102,24,法术防御_24|
60380102_25,,60380102,25,法术防御_25|
60380102_26,,60380102,26,法术防御_26|
60380102_27,,60380102,27,法术防御_27|
60380102_28,,60380102,28,法术防御_28|
60380102_29,,60380102,29,法术防御_29|
60380102_30,,60380102,30,法术防御_30|
