key,remarks,id,planId,quality,levelNeed,costType,costCount,itemsNeedStr,attrData,precentAttrData
10036_1,,10036_1,10036,1,20,,1200,806512:1,法术防御_41;生命_207,
10036_2,,10036_2,10036,2,30,,3000,806513:1;806514:1,法术防御_83;生命_415,
10036_3,,10036_3,10036,3,40,,3700,806515:1;806516:2,法术防御_124;生命_622,
10036_4,,10036_4,10036,4,50,,24000,806517:3;806518:4,法术防御_166;生命_830,
10036_5,,10036_5,10036,5,60,,43000,806519:5;806520:6,法术防御_208;生命_1037,
10036_6,,10036_6,10036,6,70,,64500,806521:8;806522:10;806523:12,法术防御_249;生命_1245,
10036_7,,10036_7,10036,7,80,,64500,806523:12;806524:14;806525:16,法术防御_291;生命_1452,
10036_8,,10036_8,10036,8,90,,64500,806526:18;806527:20;806528:22,法术防御_332;生命_1660,
10037_0,,10037_0,10037,,10,,1000,806511:1,,
10037_1,,10037_1,10037,1,20,,1200,806512:1,物理攻击_150;法术攻击_120,
10037_2,,10037_2,10037,2,30,,3000,806513:1;806514:1,物理攻击_300;法术攻击_240,
10037_3,,10037_3,10037,3,40,,3700,806515:1;806516:2,物理攻击_450;法术攻击_360,
10037_4,,10037_4,10037,4,50,,24000,806517:3;806518:4,物理攻击_600;法术攻击_480,
10037_5,,10037_5,10037,5,60,,43000,806519:5;806520:6,物理攻击_750;法术攻击_600,
10037_6,,10037_6,10037,6,70,,64500,806521:8;806522:10;806523:12,物理攻击_900;法术攻击_720,
10037_7,,10037_7,10037,7,80,,64500,806523:12;806524:14;806525:16,物理攻击_1050;法术攻击_840,
10037_8,,10037_8,10037,8,90,,64500,806526:18;806527:20;806528:22,物理攻击_1200;法术攻击_960,
10038_0,,10038_0,10038,,10,,1000,806511:1,,
10038_1,,10038_1,10038,1,20,,1200,806512:1,生命_400,
10038_2,,10038_2,10038,2,30,,3000,806513:1;806514:1,生命_800,
10038_3,,10038_3,10038,3,40,,3700,806515:1;806516:2,生命_1200,
10038_4,,10038_4,10038,4,50,,24000,806517:3;806518:4,生命_1600,
10038_5,,10038_5,10038,5,60,,43000,806519:5;806520:6,生命_2000,
10038_6,,10038_6,10038,6,70,,64500,806521:8;806522:10;806523:12,生命_2400,
10038_7,,10038_7,10038,7,80,,64500,806523:12;806524:14;806525:16,生命_2800,
10038_8,,10038_8,10038,8,90,,64500,806526:18;806527:20;806528:22,生命_3200,
10039_0,,10039_0,10039,,10,,1000,806511:1,,
10039_1,,10039_1,10039,1,20,,1200,806512:1,物理防御_50;生命_200,
10039_2,,10039_2,10039,2,30,,3000,806513:1;806514:1,物理防御_100;生命_400,
10039_3,,10039_3,10039,3,40,,3700,806515:1;806516:2,物理防御_150;生命_600,
10039_4,,10039_4,10039,4,50,,24000,806517:3;806518:4,物理防御_200;生命_800,
10039_5,,10039_5,10039,5,60,,43000,806519:5;806520:6,物理防御_250;生命_1000,
10039_6,,10039_6,10039,6,70,,64500,806521:8;806522:10;806523:12,物理防御_300;生命_1200,
10039_7,,10039_7,10039,7,80,,64500,806523:12;806524:14;806525:16,物理防御_350;生命_1400,
10039_8,,10039_8,10039,8,90,,64500,806526:18;806527:20;806528:22,物理防御_400;生命_1600,
10040_0,,10040_0,10040,,10,,1000,806511:1,,
10040_1,,10040_1,10040,1,20,,1200,806512:1,法术防御_40;生命_200,
10040_2,,10040_2,10040,2,30,,3000,806513:1;806514:1,法术防御_80;生命_400,
10040_3,,10040_3,10040,3,40,,3700,806515:1;806516:2,法术防御_120;生命_600,
10040_4,,10040_4,10040,4,50,,24000,806517:3;806518:4,法术防御_160;生命_800,
10040_5,,10040_5,10040,5,60,,43000,806519:5;806520:6,法术防御_200;生命_1000,
10040_6,,10040_6,10040,6,70,,64500,806521:8;806522:10;806523:12,法术防御_240;生命_1200,
10040_7,,10040_7,10040,7,80,,64500,806523:12;806524:14;806525:16,法术防御_280;生命_1400,
10040_8,,10040_8,10040,8,90,,64500,806526:18;806527:20;806528:22,法术防御_320;生命_1600,
10041_0,,10041_0,10041,,10,,1000,806511:1,,
10041_1,,10041_1,10041,1,20,,1200,806512:1,物理攻击_145;法术攻击_110,
10041_2,,10041_2,10041,2,30,,3000,806513:1;806514:1,物理攻击_291;法术攻击_220,
10041_3,,10041_3,10041,3,40,,3700,806515:1;806516:2,物理攻击_436;法术攻击_331,
10041_4,,10041_4,10041,4,50,,24000,806517:3;806518:4,物理攻击_582;法术攻击_441,
10041_5,,10041_5,10041,5,60,,43000,806519:5;806520:6,物理攻击_727;法术攻击_552,
10041_6,,10041_6,10041,6,70,,64500,806521:8;806522:10;806523:12,物理攻击_873;法术攻击_662,
10041_7,,10041_7,10041,7,80,,64500,806523:12;806524:14;806525:16,物理攻击_1018;法术攻击_772,
10041_8,,10041_8,10041,8,90,,64500,806526:18;806527:20;806528:22,物理攻击_1164;法术攻击_883,
10042_0,,10042_0,10042,,10,,1000,806511:1,,
10042_1,,10042_1,10042,1,20,,1200,806512:1,生命_435,
10042_2,,10042_2,10042,2,30,,3000,806513:1;806514:1,生命_870,
10042_3,,10042_3,10042,3,40,,3700,806515:1;806516:2,生命_1305,
10042_4,,10042_4,10042,4,50,,24000,806517:3;806518:4,生命_1740,
10042_5,,10042_5,10042,5,60,,43000,806519:5;806520:6,生命_2175,
10042_6,,10042_6,10042,6,70,,64500,806521:8;806522:10;806523:12,生命_2610,
10042_7,,10042_7,10042,7,80,,64500,806523:12;806524:14;806525:16,生命_3045,
10042_8,,10042_8,10042,8,90,,64500,806526:18;806527:20;806528:22,生命_3480,
10043_0,,10043_0,10043,,10,,1000,806511:1,,
10043_1,,10043_1,10043,1,20,,1200,806512:1,物理防御_43;生命_217,
10043_2,,10043_2,10043,2,30,,3000,806513:1;806514:1,物理防御_86;生命_435,
10043_3,,10043_3,10043,3,40,,3700,806515:1;806516:2,物理防御_129;生命_652,
10043_4,,10043_4,10043,4,50,,24000,806517:3;806518:4,物理防御_172;生命_870,
10043_5,,10043_5,10043,5,60,,43000,806519:5;806520:6,物理防御_216;生命_1087,
10043_6,,10043_6,10043,6,70,,64500,806521:8;806522:10;806523:12,物理防御_259;生命_1305,
10043_7,,10043_7,10043,7,80,,64500,806523:12;806524:14;806525:16,物理防御_302;生命_1522,
10043_8,,10043_8,10043,8,90,,64500,806526:18;806527:20;806528:22,物理防御_345;生命_1740,
10044_0,,10044_0,10044,,10,,1000,806511:1,,
10044_1,,10044_1,10044,1,20,,1200,806512:1,法术防御_54;生命_217,
10044_2,,10044_2,10044,2,30,,3000,806513:1;806514:1,法术防御_108;生命_435,
10044_3,,10044_3,10044,3,40,,3700,806515:1;806516:2,法术防御_162;生命_652,
10044_4,,10044_4,10044,4,50,,24000,806517:3;806518:4,法术防御_216;生命_870,
10044_5,,10044_5,10044,5,60,,43000,806519:5;806520:6,法术防御_270;生命_1087,
10044_6,,10044_6,10044,6,70,,64500,806521:8;806522:10;806523:12,法术防御_324;生命_1305,
10044_7,,10044_7,10044,7,80,,64500,806523:12;806524:14;806525:16,法术防御_378;生命_1522,
10044_8,,10044_8,10044,8,90,,64500,806526:18;806527:20;806528:22,法术防御_432;生命_1740,
10045_0,,10045_0,10045,,10,,1000,806511:1,,
10045_1,,10045_1,10045,1,20,,1200,806512:1,物理攻击_151;法术攻击_115,
10045_2,,10045_2,10045,2,30,,3000,806513:1;806514:1,物理攻击_303;法术攻击_230,
10045_3,,10045_3,10045,3,40,,3700,806515:1;806516:2,物理攻击_454;法术攻击_345,
10045_4,,10045_4,10045,4,50,,24000,806517:3;806518:4,物理攻击_606;法术攻击_460,
10045_5,,10045_5,10045,5,60,,43000,806519:5;806520:6,物理攻击_757;法术攻击_576,
10045_6,,10045_6,10045,6,70,,64500,806521:8;806522:10;806523:12,物理攻击_909;法术攻击_691,
10045_7,,10045_7,10045,7,80,,64500,806523:12;806524:14;806525:16,物理攻击_1060;法术攻击_806,
10045_8,,10045_8,10045,8,90,,64500,806526:18;806527:20;806528:22,物理攻击_1212;法术攻击_921,
10046_0,,10046_0,10046,,10,,1000,806511:1,,
10046_1,,10046_1,10046,1,20,,1200,806512:1,生命_415,
10046_2,,10046_2,10046,2,30,,3000,806513:1;806514:1,生命_830,
10046_3,,10046_3,10046,3,40,,3700,806515:1;806516:2,生命_1245,
10046_4,,10046_4,10046,4,50,,24000,806517:3;806518:4,生命_1660,
10046_5,,10046_5,10046,5,60,,43000,806519:5;806520:6,生命_2075,
10046_6,,10046_6,10046,6,70,,64500,806521:8;806522:10;806523:12,生命_2490,
10046_7,,10046_7,10046,7,80,,64500,806523:12;806524:14;806525:16,生命_2905,
10046_8,,10046_8,10046,8,90,,64500,806526:18;806527:20;806528:22,生命_3320,
10047_0,,10047_0,10047,,10,,1000,806511:1,,
10047_1,,10047_1,10047,1,20,,1200,806512:1,物理防御_41;生命_207,
10047_2,,10047_2,10047,2,30,,3000,806513:1;806514:1,物理防御_83;生命_415,
10047_3,,10047_3,10047,3,40,,3700,806515:1;806516:2,物理防御_124;生命_622,
10047_4,,10047_4,10047,4,50,,24000,806517:3;806518:4,物理防御_166;生命_830,
10047_5,,10047_5,10047,5,60,,43000,806519:5;806520:6,物理防御_208;生命_1037,
10047_6,,10047_6,10047,6,70,,64500,806521:8;806522:10;806523:12,物理防御_249;生命_1245,
10047_7,,10047_7,10047,7,80,,64500,806523:12;806524:14;806525:16,物理防御_291;生命_1452,
10047_8,,10047_8,10047,8,90,,64500,806526:18;806527:20;806528:22,物理防御_332;生命_1660,
10048_0,,10048_0,10048,,10,,1000,806511:1,,
10048_1,,10048_1,10048,1,20,,1200,806512:1,法术防御_52;生命_207,
10048_2,,10048_2,10048,2,30,,3000,806513:1;806514:1,法术防御_104;生命_415,
10048_3,,10048_3,10048,3,40,,3700,806515:1;806516:2,法术防御_156;生命_622,
10048_4,,10048_4,10048,4,50,,24000,806517:3;806518:4,法术防御_208;生命_830,
10048_5,,10048_5,10048,5,60,,43000,806519:5;806520:6,法术防御_260;生命_1037,
10048_6,,10048_6,10048,6,70,,64500,806521:8;806522:10;806523:12,法术防御_312;生命_1245,
10048_7,,10048_7,10048,7,80,,64500,806523:12;806524:14;806525:16,法术防御_364;生命_1452,
10048_8,,10048_8,10048,8,90,,64500,806526:18;806527:20;806528:22,法术防御_416;生命_1660,
10049_0,,10049_0,10049,,10,,1000,806511:1,,
10049_1,,10049_1,10049,1,20,,1200,806512:1,物理攻击_157;法术攻击_120,
10049_2,,10049_2,10049,2,30,,3000,806513:1;806514:1,物理攻击_315;法术攻击_240,
10049_3,,10049_3,10049,3,40,,3700,806515:1;806516:2,物理攻击_472;法术攻击_360,
10049_4,,10049_4,10049,4,50,,24000,806517:3;806518:4,物理攻击_630;法术攻击_480,
10049_5,,10049_5,10049,5,60,,43000,806519:5;806520:6,物理攻击_787;法术攻击_600,
10049_6,,10049_6,10049,6,70,,64500,806521:8;806522:10;806523:12,物理攻击_945;法术攻击_720,
10049_7,,10049_7,10049,7,80,,64500,806523:12;806524:14;806525:16,物理攻击_1102;法术攻击_840,
10049_8,,10049_8,10049,8,90,,64500,806526:18;806527:20;806528:22,物理攻击_1260;法术攻击_960,
10050_0,,10050_0,10050,,10,,1000,806511:1,,
10050_1,,10050_1,10050,1,20,,1200,806512:1,生命_400,
10050_2,,10050_2,10050,2,30,,3000,806513:1;806514:1,生命_800,
10050_3,,10050_3,10050,3,40,,3700,806515:1;806516:2,生命_1200,
10050_4,,10050_4,10050,4,50,,24000,806517:3;806518:4,生命_1600,
10050_5,,10050_5,10050,5,60,,43000,806519:5;806520:6,生命_2000,
10050_6,,10050_6,10050,6,70,,64500,806521:8;806522:10;806523:12,生命_2400,
10050_7,,10050_7,10050,7,80,,64500,806523:12;806524:14;806525:16,生命_2800,
10050_8,,10050_8,10050,8,90,,64500,806526:18;806527:20;806528:22,生命_3200,
10051_0,,10051_0,10051,,10,,1000,806511:1,,
10051_1,,10051_1,10051,1,20,,1200,806512:1,物理防御_40;生命_200,
10051_2,,10051_2,10051,2,30,,3000,806513:1;806514:1,物理防御_80;生命_400,
10051_3,,10051_3,10051,3,40,,3700,806515:1;806516:2,物理防御_120;生命_600,
10051_4,,10051_4,10051,4,50,,24000,806517:3;806518:4,物理防御_160;生命_800,
10051_5,,10051_5,10051,5,60,,43000,806519:5;806520:6,物理防御_200;生命_1000,
10051_6,,10051_6,10051,6,70,,64500,806521:8;806522:10;806523:12,物理防御_240;生命_1200,
10051_7,,10051_7,10051,7,80,,64500,806523:12;806524:14;806525:16,物理防御_280;生命_1400,
10051_8,,10051_8,10051,8,90,,64500,806526:18;806527:20;806528:22,物理防御_320;生命_1600,
10052_0,,10052_0,10052,,10,,1000,806511:1,,
10052_1,,10052_1,10052,1,20,,1200,806512:1,法术防御_50;生命_200,
10052_2,,10052_2,10052,2,30,,3000,806513:1;806514:1,法术防御_100;生命_400,
10052_3,,10052_3,10052,3,40,,3700,806515:1;806516:2,法术防御_150;生命_600,
10052_4,,10052_4,10052,4,50,,24000,806517:3;806518:4,法术防御_200;生命_800,
10052_5,,10052_5,10052,5,60,,43000,806519:5;806520:6,法术防御_250;生命_1000,
10052_6,,10052_6,10052,6,70,,64500,806521:8;806522:10;806523:12,法术防御_300;生命_1200,
10052_7,,10052_7,10052,7,80,,64500,806523:12;806524:14;806525:16,法术防御_350;生命_1400,
10052_8,,10052_8,10052,8,90,,64500,806526:18;806527:20;806528:22,法术防御_400;生命_1600,
10053_0,,10053_0,10053,,10,,1000,806511:1,,
10053_1,,10053_1,10053,1,20,,1200,806512:1,物理攻击_180;法术攻击_144,
10053_2,,10053_2,10053,2,30,,3000,806513:1;806514:1,物理攻击_360;法术攻击_288,
10053_3,,10053_3,10053,3,40,,3700,806515:1;806516:2,物理攻击_540;法术攻击_432,
10053_4,,10053_4,10053,4,50,,24000,806517:3;806518:4,物理攻击_720;法术攻击_576,
10053_5,,10053_5,10053,5,60,,43000,806519:5;806520:6,物理攻击_900;法术攻击_720,
10053_6,,10053_6,10053,6,70,,64500,806521:8;806522:10;806523:12,物理攻击_1080;法术攻击_864,
10053_7,,10053_7,10053,7,80,,64500,806523:12;806524:14;806525:16,物理攻击_1260;法术攻击_1008,
10053_8,,10053_8,10053,8,90,,64500,806526:18;806527:20;806528:22,物理攻击_1440;法术攻击_1152,
10054_0,,10054_0,10054,,10,,1000,806511:1,,
10054_1,,10054_1,10054,1,20,,1200,806512:1,生命_385,
10054_2,,10054_2,10054,2,30,,3000,806513:1;806514:1,生命_770,
10054_3,,10054_3,10054,3,40,,3700,806515:1;806516:2,生命_1155,
10054_4,,10054_4,10054,4,50,,24000,806517:3;806518:4,生命_1540,
10054_5,,10054_5,10054,5,60,,43000,806519:5;806520:6,生命_1925,
10054_6,,10054_6,10054,6,70,,64500,806521:8;806522:10;806523:12,生命_2310,
10054_7,,10054_7,10054,7,80,,64500,806523:12;806524:14;806525:16,生命_2695,
10054_8,,10054_8,10054,8,90,,64500,806526:18;806527:20;806528:22,生命_3080,
10055_0,,10055_0,10055,,10,,1000,806511:1,,
10055_1,,10055_1,10055,1,20,,1200,806512:1,物理防御_40;生命_192,
10055_2,,10055_2,10055,2,30,,3000,806513:1;806514:1,物理防御_80;生命_385,
10055_3,,10055_3,10055,3,40,,3700,806515:1;806516:2,物理防御_120;生命_577,
10055_4,,10055_4,10055,4,50,,24000,806517:3;806518:4,物理防御_160;生命_770,
10055_5,,10055_5,10055,5,60,,43000,806519:5;806520:6,物理防御_200;生命_962,
10055_6,,10055_6,10055,6,70,,64500,806521:8;806522:10;806523:12,物理防御_240;生命_1155,
10055_7,,10055_7,10055,7,80,,64500,806523:12;806524:14;806525:16,物理防御_280;生命_1347,
10055_8,,10055_8,10055,8,90,,64500,806526:18;806527:20;806528:22,物理防御_320;生命_1540,
10056_0,,10056_0,10056,,10,,1000,806511:1,,
10056_1,,10056_1,10056,1,20,,1200,806512:1,法术防御_32;生命_192,
10056_2,,10056_2,10056,2,30,,3000,806513:1;806514:1,法术防御_64;生命_385,
10056_3,,10056_3,10056,3,40,,3700,806515:1;806516:2,法术防御_96;生命_577,
10056_4,,10056_4,10056,4,50,,24000,806517:3;806518:4,法术防御_128;生命_770,
10056_5,,10056_5,10056,5,60,,43000,806519:5;806520:6,法术防御_160;生命_962,
10056_6,,10056_6,10056,6,70,,64500,806521:8;806522:10;806523:12,法术防御_192;生命_1155,
10056_7,,10056_7,10056,7,80,,64500,806523:12;806524:14;806525:16,法术防御_224;生命_1347,
10056_8,,10056_8,10056,8,90,,64500,806526:18;806527:20;806528:22,法术防御_256;生命_1540,
10057_0,,10057_0,10057,,10,,1000,806511:1,,
10057_1,,10057_1,10057,1,20,,1200,806512:1,物理攻击_174;法术攻击_139,
10057_2,,10057_2,10057,2,30,,3000,806513:1;806514:1,物理攻击_348;法术攻击_278,
10057_3,,10057_3,10057,3,40,,3700,806515:1;806516:2,物理攻击_522;法术攻击_417,
10057_4,,10057_4,10057,4,50,,24000,806517:3;806518:4,物理攻击_696;法术攻击_556,
10057_5,,10057_5,10057,5,60,,43000,806519:5;806520:6,物理攻击_870;法术攻击_696,
10057_6,,10057_6,10057,6,70,,64500,806521:8;806522:10;806523:12,物理攻击_1044;法术攻击_835,
10057_7,,10057_7,10057,7,80,,64500,806523:12;806524:14;806525:16,物理攻击_1218;法术攻击_974,
10057_8,,10057_8,10057,8,90,,64500,806526:18;806527:20;806528:22,物理攻击_1392;法术攻击_1113,
10058_0,,10058_0,10058,,10,,1000,806511:1,,
10058_1,,10058_1,10058,1,20,,1200,806512:1,生命_395,
10058_2,,10058_2,10058,2,30,,3000,806513:1;806514:1,生命_790,
10058_3,,10058_3,10058,3,40,,3700,806515:1;806516:2,生命_1185,
10058_4,,10058_4,10058,4,50,,24000,806517:3;806518:4,生命_1580,
10058_5,,10058_5,10058,5,60,,43000,806519:5;806520:6,生命_1975,
10058_6,,10058_6,10058,6,70,,64500,806521:8;806522:10;806523:12,生命_2370,
10058_7,,10058_7,10058,7,80,,64500,806523:12;806524:14;806525:16,生命_2765,
10058_8,,10058_8,10058,8,90,,64500,806526:18;806527:20;806528:22,生命_3160,
10059_0,,10059_0,10059,,10,,1000,806511:1,,
10059_1,,10059_1,10059,1,20,,1200,806512:1,物理防御_42;生命_197,
10059_2,,10059_2,10059,2,30,,3000,806513:1;806514:1,物理防御_84;生命_395,
10059_3,,10059_3,10059,3,40,,3700,806515:1;806516:2,物理防御_126;生命_592,
10059_4,,10059_4,10059,4,50,,24000,806517:3;806518:4,物理防御_168;生命_790,
10059_5,,10059_5,10059,5,60,,43000,806519:5;806520:6,物理防御_210;生命_987,
10059_6,,10059_6,10059,6,70,,64500,806521:8;806522:10;806523:12,物理防御_252;生命_1185,
10059_7,,10059_7,10059,7,80,,64500,806523:12;806524:14;806525:16,物理防御_294;生命_1382,
10059_8,,10059_8,10059,8,90,,64500,806526:18;806527:20;806528:22,物理防御_336;生命_1580,
10060_0,,10060_0,10060,,10,,1000,806511:1,,
10060_1,,10060_1,10060,1,20,,1200,806512:1,法术防御_33;生命_197,
10060_2,,10060_2,10060,2,30,,3000,806513:1;806514:1,法术防御_67;生命_395,
10060_3,,10060_3,10060,3,40,,3700,806515:1;806516:2,法术防御_100;生命_592,
10060_4,,10060_4,10060,4,50,,24000,806517:3;806518:4,法术防御_134;生命_790,
10060_5,,10060_5,10060,5,60,,43000,806519:5;806520:6,法术防御_168;生命_987,
10060_6,,10060_6,10060,6,70,,64500,806521:8;806522:10;806523:12,法术防御_201;生命_1185,
10060_7,,10060_7,10060,7,80,,64500,806523:12;806524:14;806525:16,法术防御_235;生命_1382,
10060_8,,10060_8,10060,8,90,,64500,806526:18;806527:20;806528:22,法术防御_268;生命_1580,
10061_0,,10061_0,10061,,10,,1000,806511:1,,
10061_1,,10061_1,10061,1,20,,1200,806512:1,物理攻击_168;法术攻击_134,
10061_2,,10061_2,10061,2,30,,3000,806513:1;806514:1,物理攻击_336;法术攻击_268,
10061_3,,10061_3,10061,3,40,,3700,806515:1;806516:2,物理攻击_504;法术攻击_403,
10061_4,,10061_4,10061,4,50,,24000,806517:3;806518:4,物理攻击_672;法术攻击_537,
10061_5,,10061_5,10061,5,60,,43000,806519:5;806520:6,物理攻击_840;法术攻击_672,
10061_6,,10061_6,10061,6,70,,64500,806521:8;806522:10;806523:12,物理攻击_1008;法术攻击_806,
10061_7,,10061_7,10061,7,80,,64500,806523:12;806524:14;806525:16,物理攻击_1176;法术攻击_940,
10061_8,,10061_8,10061,8,90,,64500,806526:18;806527:20;806528:22,物理攻击_1344;法术攻击_1075,
10062_0,,10062_0,10062,,10,,1000,806511:1,,
10062_1,,10062_1,10062,1,20,,1200,806512:1,生命_410,
10062_2,,10062_2,10062,2,30,,3000,806513:1;806514:1,生命_820,
10062_3,,10062_3,10062,3,40,,3700,806515:1;806516:2,生命_1230,
10062_4,,10062_4,10062,4,50,,24000,806517:3;806518:4,生命_1640,
10062_5,,10062_5,10062,5,60,,43000,806519:5;806520:6,生命_2050,
10062_6,,10062_6,10062,6,70,,64500,806521:8;806522:10;806523:12,生命_2460,
10062_7,,10062_7,10062,7,80,,64500,806523:12;806524:14;806525:16,生命_2870,
10062_8,,10062_8,10062,8,90,,64500,806526:18;806527:20;806528:22,生命_3280,
10063_0,,10063_0,10063,,10,,1000,806511:1,,
10063_1,,10063_1,10063,1,20,,1200,806512:1,物理防御_44;生命_205,
10063_2,,10063_2,10063,2,30,,3000,806513:1;806514:1,物理防御_88;生命_410,
10063_3,,10063_3,10063,3,40,,3700,806515:1;806516:2,物理防御_132;生命_615,
10063_4,,10063_4,10063,4,50,,24000,806517:3;806518:4,物理防御_176;生命_820,
10063_5,,10063_5,10063,5,60,,43000,806519:5;806520:6,物理防御_220;生命_1025,
10063_6,,10063_6,10063,6,70,,64500,806521:8;806522:10;806523:12,物理防御_264;生命_1230,
10063_7,,10063_7,10063,7,80,,64500,806523:12;806524:14;806525:16,物理防御_308;生命_1435,
10063_8,,10063_8,10063,8,90,,64500,806526:18;806527:20;806528:22,物理防御_352;生命_1640,
10064_0,,10064_0,10064,,10,,1000,806511:1,,
10064_1,,10064_1,10064,1,20,,1200,806512:1,法术防御_35;生命_205,
10064_2,,10064_2,10064,2,30,,3000,806513:1;806514:1,法术防御_70;生命_410,
10064_3,,10064_3,10064,3,40,,3700,806515:1;806516:2,法术防御_105;生命_615,
10064_4,,10064_4,10064,4,50,,24000,806517:3;806518:4,法术防御_140;生命_820,
10064_5,,10064_5,10064,5,60,,43000,806519:5;806520:6,法术防御_176;生命_1025,
10064_6,,10064_6,10064,6,70,,64500,806521:8;806522:10;806523:12,法术防御_211;生命_1230,
10064_7,,10064_7,10064,7,80,,64500,806523:12;806524:14;806525:16,法术防御_246;生命_1435,
