key,备注,强化id,强化属性方案id,等级,增加固定属性,增加百分比属性(万分比）,属性1,值1,属性2,值2,百分比1,值1,百分比2,值2
10004_38,,10004_38,10004,38,法术防御_152;生命_760,,法术防御,152,生命,760,,,,
10004_39,,10004_39,10004,39,法术防御_156;生命_780,,法术防御,156,生命,780,,,,
10004_40,,10004_40,10004,40,法术防御_160;生命_800,,法术防御,160,生命,800,,,,
10004_41,,10004_41,10004,41,法术防御_164;生命_820,,法术防御,164,生命,820,,,,
10004_42,,10004_42,10004,42,法术防御_168;生命_840,,法术防御,168,生命,840,,,,
10004_43,,10004_43,10004,43,法术防御_172;生命_860,,法术防御,172,生命,860,,,,
10004_44,,10004_44,10004,44,法术防御_176;生命_880,,法术防御,176,生命,880,,,,
10004_45,,10004_45,10004,45,法术防御_180;生命_900,,法术防御,180,生命,900,,,,
10004_46,,10004_46,10004,46,法术防御_184;生命_920,,法术防御,184,生命,920,,,,
10004_47,,10004_47,10004,47,法术防御_188;生命_940,,法术防御,188,生命,940,,,,
10004_48,,10004_48,10004,48,法术防御_192;生命_960,,法术防御,192,生命,960,,,,
10004_49,,10004_49,10004,49,法术防御_196;生命_980,,法术防御,196,生命,980,,,,
10004_50,,10004_50,10004,50,法术防御_200;生命_1000,,法术防御,200,生命,1000,,,,
10004_51,,10004_51,10004,51,法术防御_204;生命_1020,,法术防御,204,生命,1020,,,,
10004_52,,10004_52,10004,52,法术防御_208;生命_1040,,法术防御,208,生命,1040,,,,
10004_53,,10004_53,10004,53,法术防御_212;生命_1060,,法术防御,212,生命,1060,,,,
10004_54,,10004_54,10004,54,法术防御_216;生命_1080,,法术防御,216,生命,1080,,,,
10004_55,,10004_55,10004,55,法术防御_220;生命_1100,,法术防御,220,生命,1100,,,,
10004_56,,10004_56,10004,56,法术防御_224;生命_1120,,法术防御,224,生命,1120,,,,
10004_57,,10004_57,10004,57,法术防御_228;生命_1140,,法术防御,228,生命,1140,,,,
10004_58,,10004_58,10004,58,法术防御_232;生命_1160,,法术防御,232,生命,1160,,,,
10004_59,,10004_59,10004,59,法术防御_236;生命_1180,,法术防御,236,生命,1180,,,,
10004_60,,10004_60,10004,60,法术防御_240;生命_1200,,法术防御,240,生命,1200,,,,
10004_61,,10004_61,10004,61,法术防御_244;生命_1220,,法术防御,244,生命,1220,,,,
10004_62,,10004_62,10004,62,法术防御_248;生命_1240,,法术防御,248,生命,1240,,,,
10004_63,,10004_63,10004,63,法术防御_252;生命_1260,,法术防御,252,生命,1260,,,,
10004_64,,10004_64,10004,64,法术防御_256;生命_1280,,法术防御,256,生命,1280,,,,
10004_65,,10004_65,10004,65,法术防御_260;生命_1300,,法术防御,260,生命,1300,,,,
10004_66,,10004_66,10004,66,法术防御_264;生命_1320,,法术防御,264,生命,1320,,,,
10004_67,,10004_67,10004,67,法术防御_268;生命_1340,,法术防御,268,生命,1340,,,,
10004_68,,10004_68,10004,68,法术防御_272;生命_1360,,法术防御,272,生命,1360,,,,
10004_69,,10004_69,10004,69,法术防御_276;生命_1380,,法术防御,276,生命,1380,,,,
10004_70,,10004_70,10004,70,法术防御_280;生命_1400,,法术防御,280,生命,1400,,,,
10004_71,,10004_71,10004,71,法术防御_284;生命_1420,,法术防御,284,生命,1420,,,,
10004_72,,10004_72,10004,72,法术防御_288;生命_1440,,法术防御,288,生命,1440,,,,
10004_73,,10004_73,10004,73,法术防御_292;生命_1460,,法术防御,292,生命,1460,,,,
10004_74,,10004_74,10004,74,法术防御_296;生命_1480,,法术防御,296,生命,1480,,,,
10004_75,,10004_75,10004,75,法术防御_300;生命_1500,,法术防御,300,生命,1500,,,,
10004_76,,10004_76,10004,76,法术防御_304;生命_1520,,法术防御,304,生命,1520,,,,
10004_77,,10004_77,10004,77,法术防御_308;生命_1540,,法术防御,308,生命,1540,,,,
10004_78,,10004_78,10004,78,法术防御_312;生命_1560,,法术防御,312,生命,1560,,,,
10004_79,,10004_79,10004,79,法术防御_316;生命_1580,,法术防御,316,生命,1580,,,,
10004_80,,10004_80,10004,80,法术防御_320;生命_1600,,法术防御,320,生命,1600,,,,
10004_81,,10004_81,10004,81,法术防御_324;生命_1620,,法术防御,324,生命,1620,,,,
10004_82,,10004_82,10004,82,法术防御_328;生命_1640,,法术防御,328,生命,1640,,,,
10004_83,,10004_83,10004,83,法术防御_332;生命_1660,,法术防御,332,生命,1660,,,,
10004_84,,10004_84,10004,84,法术防御_336;生命_1680,,法术防御,336,生命,1680,,,,
10004_85,,10004_85,10004,85,法术防御_340;生命_1700,,法术防御,340,生命,1700,,,,
10004_86,,10004_86,10004,86,法术防御_344;生命_1720,,法术防御,344,生命,1720,,,,
10004_87,,10004_87,10004,87,法术防御_348;生命_1740,,法术防御,348,生命,1740,,,,
10004_88,,10004_88,10004,88,法术防御_352;生命_1760,,法术防御,352,生命,1760,,,,
10004_89,,10004_89,10004,89,法术防御_356;生命_1780,,法术防御,356,生命,1780,,,,
10004_90,,10004_90,10004,90,法术防御_360;生命_1800,,法术防御,360,生命,1800,,,,
10005_1,,10005_1,10005,1,物理攻击_11;法术攻击_9,,物理攻击,11,法术攻击,9,,,,
10005_2,,10005_2,10005,2,物理攻击_22;法术攻击_19,,物理攻击,22,法术攻击,19,,,,
10005_3,,10005_3,10005,3,物理攻击_33;法术攻击_28,,物理攻击,33,法术攻击,28,,,,
10005_4,,10005_4,10005,4,物理攻击_45;法术攻击_38,,物理攻击,45,法术攻击,38,,,,
10005_5,,10005_5,10005,5,物理攻击_56;法术攻击_48,,物理攻击,56,法术攻击,48,,,,
10005_6,,10005_6,10005,6,物理攻击_67;法术攻击_57,,物理攻击,67,法术攻击,57,,,,
10005_7,,10005_7,10005,7,物理攻击_78;法术攻击_67,,物理攻击,78,法术攻击,67,,,,
10005_8,,10005_8,10005,8,物理攻击_90;法术攻击_76,,物理攻击,90,法术攻击,76,,,,
10005_9,,10005_9,10005,9,物理攻击_101;法术攻击_86,,物理攻击,101,法术攻击,86,,,,
10005_10,,10005_10,10005,10,物理攻击_112;法术攻击_96,,物理攻击,112,法术攻击,96,,,,
10005_11,,10005_11,10005,11,物理攻击_123;法术攻击_105,,物理攻击,123,法术攻击,105,,,,
10005_12,,10005_12,10005,12,物理攻击_135;法术攻击_115,,物理攻击,135,法术攻击,115,,,,
10005_13,,10005_13,10005,13,物理攻击_146;法术攻击_124,,物理攻击,146,法术攻击,124,,,,
10005_14,,10005_14,10005,14,物理攻击_157;法术攻击_134,,物理攻击,157,法术攻击,134,,,,
10005_15,,10005_15,10005,15,物理攻击_168;法术攻击_144,,物理攻击,168,法术攻击,144,,,,
10005_16,,10005_16,10005,16,物理攻击_180;法术攻击_153,,物理攻击,180,法术攻击,153,,,,
10005_17,,10005_17,10005,17,物理攻击_191;法术攻击_163,,物理攻击,191,法术攻击,163,,,,
10005_18,,10005_18,10005,18,物理攻击_202;法术攻击_172,,物理攻击,202,法术攻击,172,,,,
10005_19,,10005_19,10005,19,物理攻击_213;法术攻击_182,,物理攻击,213,法术攻击,182,,,,
10005_20,,10005_20,10005,20,物理攻击_225;法术攻击_192,,物理攻击,225,法术攻击,192,,,,
10005_21,,10005_21,10005,21,物理攻击_236;法术攻击_201,,物理攻击,236,法术攻击,201,,,,
10005_22,,10005_22,10005,22,物理攻击_247;法术攻击_211,,物理攻击,247,法术攻击,211,,,,
10005_23,,10005_23,10005,23,物理攻击_258;法术攻击_220,,物理攻击,258,法术攻击,220,,,,
10005_24,,10005_24,10005,24,物理攻击_270;法术攻击_230,,物理攻击,270,法术攻击,230,,,,
10005_25,,10005_25,10005,25,物理攻击_281;法术攻击_240,,物理攻击,281,法术攻击,240,,,,
10005_26,,10005_26,10005,26,物理攻击_292;法术攻击_249,,物理攻击,292,法术攻击,249,,,,
10005_27,,10005_27,10005,27,物理攻击_303;法术攻击_259,,物理攻击,303,法术攻击,259,,,,
10005_28,,10005_28,10005,28,物理攻击_315;法术攻击_268,,物理攻击,315,法术攻击,268,,,,
10005_29,,10005_29,10005,29,物理攻击_326;法术攻击_278,,物理攻击,326,法术攻击,278,,,,
10005_30,,10005_30,10005,30,物理攻击_337;法术攻击_288,,物理攻击,337,法术攻击,288,,,,
10005_31,,10005_31,10005,31,物理攻击_348;法术攻击_297,,物理攻击,348,法术攻击,297,,,,
10005_32,,10005_32,10005,32,物理攻击_360;法术攻击_307,,物理攻击,360,法术攻击,307,,,,
10005_33,,10005_33,10005,33,物理攻击_371;法术攻击_316,,物理攻击,371,法术攻击,316,,,,
10005_34,,10005_34,10005,34,物理攻击_382;法术攻击_326,,物理攻击,382,法术攻击,326,,,,
10005_35,,10005_35,10005,35,物理攻击_393;法术攻击_336,,物理攻击,393,法术攻击,336,,,,
10005_36,,10005_36,10005,36,物理攻击_405;法术攻击_345,,物理攻击,405,法术攻击,345,,,,
10005_37,,10005_37,10005,37,物理攻击_416;法术攻击_355,,物理攻击,416,法术攻击,355,,,,
10005_38,,10005_38,10005,38,物理攻击_427;法术攻击_364,,物理攻击,427,法术攻击,364,,,,
10005_39,,10005_39,10005,39,物理攻击_438;法术攻击_374,,物理攻击,438,法术攻击,374,,,,
10005_40,,10005_40,10005,40,物理攻击_450;法术攻击_384,,物理攻击,450,法术攻击,384,,,,
10005_41,,10005_41,10005,41,物理攻击_461;法术攻击_393,,物理攻击,461,法术攻击,393,,,,
10005_42,,10005_42,10005,42,物理攻击_472;法术攻击_403,,物理攻击,472,法术攻击,403,,,,
10005_43,,10005_43,10005,43,物理攻击_483;法术攻击_412,,物理攻击,483,法术攻击,412,,,,
10005_44,,10005_44,10005,44,物理攻击_495;法术攻击_422,,物理攻击,495,法术攻击,422,,,,
10005_45,,10005_45,10005,45,物理攻击_506;法术攻击_432,,物理攻击,506,法术攻击,432,,,,
10005_46,,10005_46,10005,46,物理攻击_517;法术攻击_441,,物理攻击,517,法术攻击,441,,,,
10005_47,,10005_47,10005,47,物理攻击_528;法术攻击_451,,物理攻击,528,法术攻击,451,,,,
10005_48,,10005_48,10005,48,物理攻击_540;法术攻击_460,,物理攻击,540,法术攻击,460,,,,
10005_49,,10005_49,10005,49,物理攻击_551;法术攻击_470,,物理攻击,551,法术攻击,470,,,,
10005_50,,10005_50,10005,50,物理攻击_562;法术攻击_480,,物理攻击,562,法术攻击,480,,,,
10005_51,,10005_51,10005,51,物理攻击_573;法术攻击_489,,物理攻击,573,法术攻击,489,,,,
10005_52,,10005_52,10005,52,物理攻击_585;法术攻击_499,,物理攻击,585,法术攻击,499,,,,
10005_53,,10005_53,10005,53,物理攻击_596;法术攻击_508,,物理攻击,596,法术攻击,508,,,,
10005_54,,10005_54,10005,54,物理攻击_607;法术攻击_518,,物理攻击,607,法术攻击,518,,,,
10005_55,,10005_55,10005,55,物理攻击_618;法术攻击_528,,物理攻击,618,法术攻击,528,,,,
10005_56,,10005_56,10005,56,物理攻击_630;法术攻击_537,,物理攻击,630,法术攻击,537,,,,
10005_57,,10005_57,10005,57,物理攻击_641;法术攻击_547,,物理攻击,641,法术攻击,547,,,,
10005_58,,10005_58,10005,58,物理攻击_652;法术攻击_556,,物理攻击,652,法术攻击,556,,,,
10005_59,,10005_59,10005,59,物理攻击_663;法术攻击_566,,物理攻击,663,法术攻击,566,,,,
10005_60,,10005_60,10005,60,物理攻击_675;法术攻击_576,,物理攻击,675,法术攻击,576,,,,
10005_61,,10005_61,10005,61,物理攻击_686;法术攻击_585,,物理攻击,686,法术攻击,585,,,,
10005_62,,10005_62,10005,62,物理攻击_697;法术攻击_595,,物理攻击,697,法术攻击,595,,,,
10005_63,,10005_63,10005,63,物理攻击_708;法术攻击_604,,物理攻击,708,法术攻击,604,,,,
10005_64,,10005_64,10005,64,物理攻击_720;法术攻击_614,,物理攻击,720,法术攻击,614,,,,
10005_65,,10005_65,10005,65,物理攻击_731;法术攻击_624,,物理攻击,731,法术攻击,624,,,,
10005_66,,10005_66,10005,66,物理攻击_742;法术攻击_633,,物理攻击,742,法术攻击,633,,,,
10005_67,,10005_67,10005,67,物理攻击_753;法术攻击_643,,物理攻击,753,法术攻击,643,,,,
10005_68,,10005_68,10005,68,物理攻击_765;法术攻击_652,,物理攻击,765,法术攻击,652,,,,
10005_69,,10005_69,10005,69,物理攻击_776;法术攻击_662,,物理攻击,776,法术攻击,662,,,,
10005_70,,10005_70,10005,70,物理攻击_787;法术攻击_672,,物理攻击,787,法术攻击,672,,,,
10005_71,,10005_71,10005,71,物理攻击_798;法术攻击_681,,物理攻击,798,法术攻击,681,,,,
10005_72,,10005_72,10005,72,物理攻击_810;法术攻击_691,,物理攻击,810,法术攻击,691,,,,
10005_73,,10005_73,10005,73,物理攻击_821;法术攻击_700,,物理攻击,821,法术攻击,700,,,,
10005_74,,10005_74,10005,74,物理攻击_832;法术攻击_710,,物理攻击,832,法术攻击,710,,,,
10005_75,,10005_75,10005,75,物理攻击_843;法术攻击_720,,物理攻击,843,法术攻击,720,,,,
10005_76,,10005_76,10005,76,物理攻击_855;法术攻击_729,,物理攻击,855,法术攻击,729,,,,
10005_77,,10005_77,10005,77,物理攻击_866;法术攻击_739,,物理攻击,866,法术攻击,739,,,,
10005_78,,10005_78,10005,78,物理攻击_877;法术攻击_748,,物理攻击,877,法术攻击,748,,,,
10005_79,,10005_79,10005,79,物理攻击_888;法术攻击_758,,物理攻击,888,法术攻击,758,,,,
10005_80,,10005_80,10005,80,物理攻击_900;法术攻击_768,,物理攻击,900,法术攻击,768,,,,
10005_81,,10005_81,10005,81,物理攻击_911;法术攻击_777,,物理攻击,911,法术攻击,777,,,,
10005_82,,10005_82,10005,82,物理攻击_922;法术攻击_787,,物理攻击,922,法术攻击,787,,,,
10005_83,,10005_83,10005,83,物理攻击_933;法术攻击_796,,物理攻击,933,法术攻击,796,,,,
10005_84,,10005_84,10005,84,物理攻击_945;法术攻击_806,,物理攻击,945,法术攻击,806,,,,
10005_85,,10005_85,10005,85,物理攻击_956;法术攻击_816,,物理攻击,956,法术攻击,816,,,,
10005_86,,10005_86,10005,86,物理攻击_967;法术攻击_825,,物理攻击,967,法术攻击,825,,,,
10005_87,,10005_87,10005,87,物理攻击_978;法术攻击_835,,物理攻击,978,法术攻击,835,,,,
10005_88,,10005_88,10005,88,物理攻击_990;法术攻击_844,,物理攻击,990,法术攻击,844,,,,
10005_89,,10005_89,10005,89,物理攻击_1001;法术攻击_854,,物理攻击,1001,法术攻击,854,,,,
10005_90,,10005_90,10005,90,物理攻击_1012;法术攻击_864,,物理攻击,1012,法术攻击,864,,,,
10006_1,,10006_1,10006,1,生命_72,,生命,72,,0,,,,
10006_2,,10006_2,10006,2,生命_144,,生命,144,,0,,,,
10006_3,,10006_3,10006,3,生命_216,,生命,216,,0,,,,
10006_4,,10006_4,10006,4,生命_288,,生命,288,,0,,,,
10006_5,,10006_5,10006,5,生命_360,,生命,360,,0,,,,
10006_6,,10006_6,10006,6,生命_432,,生命,432,,0,,,,
10006_7,,10006_7,10006,7,生命_504,,生命,504,,0,,,,
10006_8,,10006_8,10006,8,生命_576,,生命,576,,0,,,,
10006_9,,10006_9,10006,9,生命_648,,生命,648,,0,,,,
10006_10,,10006_10,10006,10,生命_720,,生命,720,,0,,,,
10006_11,,10006_11,10006,11,生命_792,,生命,792,,0,,,,
10006_12,,10006_12,10006,12,生命_864,,生命,864,,0,,,,
10006_13,,10006_13,10006,13,生命_936,,生命,936,,0,,,,
10006_14,,10006_14,10006,14,生命_1008,,生命,1008,,0,,,,
10006_15,,10006_15,10006,15,生命_1080,,生命,1080,,0,,,,
10006_16,,10006_16,10006,16,生命_1152,,生命,1152,,0,,,,
10006_17,,10006_17,10006,17,生命_1224,,生命,1224,,0,,,,
10006_18,,10006_18,10006,18,生命_1296,,生命,1296,,0,,,,
10006_19,,10006_19,10006,19,生命_1368,,生命,1368,,0,,,,
10006_20,,10006_20,10006,20,生命_1440,,生命,1440,,0,,,,
10006_21,,10006_21,10006,21,生命_1512,,生命,1512,,0,,,,
10006_22,,10006_22,10006,22,生命_1584,,生命,1584,,0,,,,
10006_23,,10006_23,10006,23,生命_1656,,生命,1656,,0,,,,
10006_24,,10006_24,10006,24,生命_1728,,生命,1728,,0,,,,
10006_25,,10006_25,10006,25,生命_1800,,生命,1800,,0,,,,
10006_26,,10006_26,10006,26,生命_1872,,生命,1872,,0,,,,
10006_27,,10006_27,10006,27,生命_1944,,生命,1944,,0,,,,
10006_28,,10006_28,10006,28,生命_2016,,生命,2016,,0,,,,
10006_29,,10006_29,10006,29,生命_2088,,生命,2088,,0,,,,
10006_30,,10006_30,10006,30,生命_2160,,生命,2160,,0,,,,
10006_31,,10006_31,10006,31,生命_2232,,生命,2232,,0,,,,
10006_32,,10006_32,10006,32,生命_2304,,生命,2304,,0,,,,
10006_33,,10006_33,10006,33,生命_2376,,生命,2376,,0,,,,
10006_34,,10006_34,10006,34,生命_2448,,生命,2448,,0,,,,
10006_35,,10006_35,10006,35,生命_2520,,生命,2520,,0,,,,
10006_36,,10006_36,10006,36,生命_2592,,生命,2592,,0,,,,
10006_37,,10006_37,10006,37,生命_2664,,生命,2664,,0,,,,
10006_38,,10006_38,10006,38,生命_2736,,生命,2736,,0,,,,
10006_39,,10006_39,10006,39,生命_2808,,生命,2808,,0,,,,
10006_40,,10006_40,10006,40,生命_2880,,生命,2880,,0,,,,
10006_41,,10006_41,10006,41,生命_2952,,生命,2952,,0,,,,
10006_42,,10006_42,10006,42,生命_3024,,生命,3024,,0,,,,
10006_43,,10006_43,10006,43,生命_3096,,生命,3096,,0,,,,
10006_44,,10006_44,10006,44,生命_3168,,生命,3168,,0,,,,
10006_45,,10006_45,10006,45,生命_3240,,生命,3240,,0,,,,
10006_46,,10006_46,10006,46,生命_3312,,生命,3312,,0,,,,
10006_47,,10006_47,10006,47,生命_3384,,生命,3384,,0,,,,
10006_48,,10006_48,10006,48,生命_3456,,生命,3456,,0,,,,
10006_49,,10006_49,10006,49,生命_3528,,生命,3528,,0,,,,
10006_50,,10006_50,10006,50,生命_3600,,生命,3600,,0,,,,
10006_51,,10006_51,10006,51,生命_3672,,生命,3672,,0,,,,
10006_52,,10006_52,10006,52,生命_3744,,生命,3744,,0,,,,
10006_53,,10006_53,10006,53,生命_3816,,生命,3816,,0,,,,
10006_54,,10006_54,10006,54,生命_3888,,生命,3888,,0,,,,
10006_55,,10006_55,10006,55,生命_3960,,生命,3960,,0,,,,
10006_56,,10006_56,10006,56,生命_4032,,生命,4032,,0,,,,
10006_57,,10006_57,10006,57,生命_4104,,生命,4104,,0,,,,
10006_58,,10006_58,10006,58,生命_4176,,生命,4176,,0,,,,
10006_59,,10006_59,10006,59,生命_4248,,生命,4248,,0,,,,
10006_60,,10006_60,10006,60,生命_4320,,生命,4320,,0,,,,
10006_61,,10006_61,10006,61,生命_4392,,生命,4392,,0,,,,
10006_62,,10006_62,10006,62,生命_4464,,生命,4464,,0,,,,
10006_63,,10006_63,10006,63,生命_4536,,生命,4536,,0,,,,
10006_64,,10006_64,10006,64,生命_4608,,生命,4608,,0,,,,
10006_65,,10006_65,10006,65,生命_4680,,生命,4680,,0,,,,
10006_66,,10006_66,10006,66,生命_4752,,生命,4752,,0,,,,
10006_67,,10006_67,10006,67,生命_4824,,生命,4824,,0,,,,
10006_68,,10006_68,10006,68,生命_4896,,生命,4896,,0,,,,
10006_69,,10006_69,10006,69,生命_4968,,生命,4968,,0,,,,
10006_70,,10006_70,10006,70,生命_5040,,生命,5040,,0,,,,
10006_71,,10006_71,10006,71,生命_5112,,生命,5112,,0,,,,
10006_72,,10006_72,10006,72,生命_5184,,生命,5184,,0,,,,
10006_73,,10006_73,10006,73,生命_5256,,生命,5256,,0,,,,
10006_74,,10006_74,10006,74,生命_5328,,生命,5328,,0,,,,
10006_75,,10006_75,10006,75,生命_5400,,生命,5400,,0,,,,
10006_76,,10006_76,10006,76,生命_5472,,生命,5472,,0,,,,
10006_77,,10006_77,10006,77,生命_5544,,生命,5544,,0,,,,
10006_78,,10006_78,10006,78,生命_5616,,生命,5616,,0,,,,
10006_79,,10006_79,10006,79,生命_5688,,生命,5688,,0,,,,
10006_80,,10006_80,10006,80,生命_5760,,生命,5760,,0,,,,
10006_81,,10006_81,10006,81,生命_5832,,生命,5832,,0,,,,
10006_82,,10006_82,10006,82,生命_5904,,生命,5904,,0,,,,
10006_83,,10006_83,10006,83,生命_5976,,生命,5976,,0,,,,
10006_84,,10006_84,10006,84,生命_6048,,生命,6048,,0,,,,
10006_85,,10006_85,10006,85,生命_6120,,生命,6120,,0,,,,
10006_86,,10006_86,10006,86,生命_6192,,生命,6192,,0,,,,
10006_87,,10006_87,10006,87,生命_6264,,生命,6264,,0,,,,
10006_88,,10006_88,10006,88,生命_6336,,生命,6336,,0,,,,
10006_89,,10006_89,10006,89,生命_6408,,生命,6408,,0,,,,
