key,remarks,id,planId,star,upCostType,upCount,itemsNeedStr,downCostType,downCount,attrData,precentAttrData,wf1,wf2,wf3,wf4,wf5,wf6,wf7,wf8,wf9
285,,285,10048,2,,,806553:6,1,90,法术防御_156;生命_622,,60,法术防御,156,生命,622,,,,
286,,286,10048,3,,,806553:9,1,120,法术防御_260;生命_1037,,70,法术防御,260,生命,1037,,,,
287,,287,10048,4,,,806553:12,1,120,法术防御_364;生命_1452,,80,法术防御,364,生命,1452,,,,
288,,288,10048,5,,,,1,120,法术防御_468;生命_1867,,90,法术防御,468,生命,1867,,,,
289,,289,10049,,,,806553:1,1,30,,,40,,0,,0,,,,
290,,290,10049,1,,,806553:3,1,60,物理攻击_236;法术攻击_180,,50,物理攻击,236,法术攻击,180,,,,
291,,291,10049,2,,,806553:6,1,90,物理攻击_472;法术攻击_360,,60,物理攻击,472,法术攻击,360,,,,
292,,292,10049,3,,,806553:9,1,120,物理攻击_787;法术攻击_600,,70,物理攻击,787,法术攻击,600,,,,
293,,293,10049,4,,,806553:12,1,120,物理攻击_1102;法术攻击_840,,80,物理攻击,1102,法术攻击,840,,,,
294,,294,10049,5,,,,1,120,物理攻击_1417;法术攻击_1080,,90,物理攻击,1417,法术攻击,1080,,,,
295,,295,10050,,,,806553:1,1,30,,,40,,0,,0,,,,
296,,296,10050,1,,,806553:3,1,60,生命_600,,50,生命,600,,0,,,,
297,,297,10050,2,,,806553:6,1,90,生命_1200,,60,生命,1200,,0,,,,
298,,298,10050,3,,,806553:9,1,120,生命_2000,,70,生命,2000,,0,,,,
299,,299,10050,4,,,806553:12,1,120,生命_2800,,80,生命,2800,,0,,,,
300,,300,10050,5,,,,1,120,生命_3600,,90,生命,3600,,0,,,,
301,,301,10051,,,,806553:1,1,30,,,40,,0,,0,,,,
302,,302,10051,1,,,806553:3,1,60,物理防御_60;生命_300,,50,物理防御,60,生命,300,,,,
303,,303,10051,2,,,806553:6,1,90,物理防御_120;生命_600,,60,物理防御,120,生命,600,,,,
304,,304,10051,3,,,806553:9,1,120,物理防御_200;生命_1000,,70,物理防御,200,生命,1000,,,,
305,,305,10051,4,,,806553:12,1,120,物理防御_280;生命_1400,,80,物理防御,280,生命,1400,,,,
306,,306,10051,5,,,,1,120,物理防御_360;生命_1800,,90,物理防御,360,生命,1800,,,,
307,,307,10052,,,,806553:1,1,30,,,40,,0,,0,,,,
308,,308,10052,1,,,806553:3,1,60,法术防御_75;生命_300,,50,法术防御,75,生命,300,,,,
309,,309,10052,2,,,806553:6,1,90,法术防御_150;生命_600,,60,法术防御,150,生命,600,,,,
310,,310,10052,3,,,806553:9,1,120,法术防御_250;生命_1000,,70,法术防御,250,生命,1000,,,,
311,,311,10052,4,,,806553:12,1,120,法术防御_350;生命_1400,,80,法术防御,350,生命,1400,,,,
312,,312,10052,5,,,,1,120,法术防御_450;生命_1800,,90,法术防御,450,生命,1800,,,,
313,,313,10053,,,,806553:1,1,30,,,40,,0,,0,,,,
314,,314,10053,1,,,806553:3,1,60,物理攻击_270;法术攻击_216,,50,物理攻击,270,法术攻击,216,,,,
315,,315,10053,2,,,806553:6,1,90,物理攻击_540;法术攻击_432,,60,物理攻击,540,法术攻击,432,,,,
316,,316,10053,3,,,806553:9,1,120,物理攻击_900;法术攻击_720,,70,物理攻击,900,法术攻击,720,,,,
317,,317,10053,4,,,806553:12,1,120,物理攻击_1260;法术攻击_1008,,80,物理攻击,1260,法术攻击,1008,,,,
318,,318,10053,5,,,,1,120,物理攻击_1620;法术攻击_1296,,90,物理攻击,1620,法术攻击,1296,,,,
319,,319,10054,,,,806553:1,1,30,,,40,,0,,0,,,,
320,,320,10054,1,,,806553:3,1,60,生命_577,,50,生命,577,,0,,,,
321,,321,10054,2,,,806553:6,1,90,生命_1155,,60,生命,1155,,0,,,,
322,,322,10054,3,,,806553:9,1,120,生命_1925,,70,生命,1925,,0,,,,
323,,323,10054,4,,,806553:12,1,120,生命_2695,,80,生命,2695,,0,,,,
324,,324,10054,5,,,,1,120,生命_3465,,90,生命,3465,,0,,,,
325,,325,10055,,,,806553:1,1,30,,,40,,0,,0,,,,
326,,326,10055,1,,,806553:3,1,60,物理防御_60;生命_288,,50,物理防御,60,生命,288,,,,
327,,327,10055,2,,,806553:6,1,90,物理防御_120;生命_577,,60,物理防御,120,生命,577,,,,
328,,328,10055,3,,,806553:9,1,120,物理防御_200;生命_962,,70,物理防御,200,生命,962,,,,
329,,329,10055,4,,,806553:12,1,120,物理防御_280;生命_1347,,80,物理防御,280,生命,1347,,,,
330,,330,10055,5,,,,1,120,物理防御_360;生命_1732,,90,物理防御,360,生命,1732,,,,
331,,331,10056,,,,806553:1,1,30,,,40,,0,,0,,,,
332,,332,10056,1,,,806553:3,1,60,法术防御_48;生命_288,,50,法术防御,48,生命,288,,,,
333,,333,10056,2,,,806553:6,1,90,法术防御_96;生命_577,,60,法术防御,96,生命,577,,,,
334,,334,10056,3,,,806553:9,1,120,法术防御_160;生命_962,,70,法术防御,160,生命,962,,,,
335,,335,10056,4,,,806553:12,1,120,法术防御_224;生命_1347,,80,法术防御,224,生命,1347,,,,
336,,336,10056,5,,,,1,120,法术防御_288;生命_1732,,90,法术防御,288,生命,1732,,,,
337,,337,10057,,,,806553:1,1,30,,,40,,0,,0,,,,
338,,338,10057,1,,,806553:3,1,60,物理攻击_261;法术攻击_208,,50,物理攻击,261,法术攻击,208,,,,
339,,339,10057,2,,,806553:6,1,90,物理攻击_522;法术攻击_417,,60,物理攻击,522,法术攻击,417,,,,
340,,340,10057,3,,,806553:9,1,120,物理攻击_870;法术攻击_696,,70,物理攻击,870,法术攻击,696,,,,
341,,341,10057,4,,,806553:12,1,120,物理攻击_1218;法术攻击_974,,80,物理攻击,1218,法术攻击,974,,,,
342,,342,10057,5,,,,1,120,物理攻击_1566;法术攻击_1252,,90,物理攻击,1566,法术攻击,1252,,,,
343,,343,10058,,,,806553:1,1,30,,,40,,0,,0,,,,
344,,344,10058,1,,,806553:3,1,60,生命_592,,50,生命,592,,0,,,,
345,,345,10058,2,,,806553:6,1,90,生命_1185,,60,生命,1185,,0,,,,
346,,346,10058,3,,,806553:9,1,120,生命_1975,,70,生命,1975,,0,,,,
347,,347,10058,4,,,806553:12,1,120,生命_2765,,80,生命,2765,,0,,,,
348,,348,10058,5,,,,1,120,生命_3555,,90,生命,3555,,0,,,,
349,,349,10059,,,,806553:1,1,30,,,40,,0,,0,,,,
350,,350,10059,1,,,806553:3,1,60,物理防御_63;生命_296,,50,物理防御,63,生命,296,,,,
351,,351,10059,2,,,806553:6,1,90,物理防御_126;生命_592,,60,物理防御,126,生命,592,,,,
352,,352,10059,3,,,806553:9,1,120,物理防御_210;生命_987,,70,物理防御,210,生命,987,,,,
353,,353,10059,4,,,806553:12,1,120,物理防御_294;生命_1382,,80,物理防御,294,生命,1382,,,,
354,,354,10059,5,,,,1,120,物理防御_378;生命_1777,,90,物理防御,378,生命,1777,,,,
355,,355,10060,,,,806553:1,1,30,,,40,,0,,0,,,,
356,,356,10060,1,,,806553:3,1,60,法术防御_50;生命_296,,50,法术防御,50,生命,296,,,,
357,,357,10060,2,,,806553:6,1,90,法术防御_100;生命_592,,60,法术防御,100,生命,592,,,,
358,,358,10060,3,,,806553:9,1,120,法术防御_168;生命_987,,70,法术防御,168,生命,987,,,,
359,,359,10060,4,,,806553:12,1,120,法术防御_235;生命_1382,,80,法术防御,235,生命,1382,,,,
360,,360,10060,5,,,,1,120,法术防御_302;生命_1777,,90,法术防御,302,生命,1777,,,,
361,,361,10061,,,,806553:1,1,30,,,40,,0,,0,,,,
362,,362,10061,1,,,806553:3,1,60,物理攻击_252;法术攻击_201,,50,物理攻击,252,法术攻击,201,,,,
363,,363,10061,2,,,806553:6,1,90,物理攻击_504;法术攻击_403,,60,物理攻击,504,法术攻击,403,,,,
364,,364,10061,3,,,806553:9,1,120,物理攻击_840;法术攻击_672,,70,物理攻击,840,法术攻击,672,,,,
365,,365,10061,4,,,806553:12,1,120,物理攻击_1176;法术攻击_940,,80,物理攻击,1176,法术攻击,940,,,,
366,,366,10061,5,,,,1,120,物理攻击_1512;法术攻击_1209,,90,物理攻击,1512,法术攻击,1209,,,,
367,,367,10062,,,,806553:1,1,30,,,40,,0,,0,,,,
368,,368,10062,1,,,806553:3,1,60,生命_615,,50,生命,615,,0,,,,
369,,369,10062,2,,,806553:6,1,90,生命_1230,,60,生命,1230,,0,,,,
370,,370,10062,3,,,806553:9,1,120,生命_2050,,70,生命,2050,,0,,,,
371,,371,10062,4,,,806553:12,1,120,生命_2870,,80,生命,2870,,0,,,,
372,,372,10062,5,,,,1,120,生命_3690,,90,生命,3690,,0,,,,
373,,373,10063,,,,806553:1,1,30,,,40,,0,,0,,,,
374,,374,10063,1,,,806553:3,1,60,物理防御_66;生命_307,,50,物理防御,66,生命,307,,,,
375,,375,10063,2,,,806553:6,1,90,物理防御_132;生命_615,,60,物理防御,132,生命,615,,,,
376,,376,10063,3,,,806553:9,1,120,物理防御_220;生命_1025,,70,物理防御,220,生命,1025,,,,
377,,377,10063,4,,,806553:12,1,120,物理防御_308;生命_1435,,80,物理防御,308,生命,1435,,,,
378,,378,10063,5,,,,1,120,物理防御_396;生命_1845,,90,物理防御,396,生命,1845,,,,
379,,379,10064,,,,806553:1,1,30,,,40,,0,,0,,,,
380,,380,10064,1,,,806553:3,1,60,法术防御_52;生命_307,,50,法术防御,52,生命,307,,,,
381,,381,10064,2,,,806553:6,1,90,法术防御_105;生命_615,,60,法术防御,105,生命,615,,,,
382,,382,10064,3,,,806553:9,1,120,法术防御_176;生命_1025,,70,法术防御,176,生命,1025,,,,
383,,383,10064,4,,,806553:12,1,120,法术防御_246;生命_1435,,80,法术防御,246,生命,1435,,,,
384,,384,10064,5,,,,1,120,法术防御_316;生命_1845,,90,法术防御,316,生命,1845,,,,
385,,385,10065,,,,806553:1,1,30,,,40,,0,,0,,,,
386,,386,10065,1,,,806553:3,1,60,物理攻击_270;法术攻击_216,,50,物理攻击,270,法术攻击,216,,,,
387,,387,10065,2,,,806553:6,1,90,物理攻击_540;法术攻击_432,,60,物理攻击,540,法术攻击,432,,,,
388,,388,10065,3,,,806553:9,1,120,物理攻击_900;法术攻击_720,,70,物理攻击,900,法术攻击,720,,,,
389,,389,10065,4,,,806553:12,1,120,物理攻击_1260;法术攻击_1008,,80,物理攻击,1260,法术攻击,1008,,,,
390,,390,10065,5,,,,1,120,物理攻击_1620;法术攻击_1296,,90,物理攻击,1620,法术攻击,1296,,,,
391,,391,10066,,,,806553:1,1,30,,,40,,0,,0,,,,
392,,392,10066,1,,,806553:3,1,60,生命_577,,50,生命,577,,0,,,,
393,,393,10066,2,,,806553:6,1,90,生命_1155,,60,生命,1155,,0,,,,
394,,394,10066,3,,,806553:9,1,120,生命_1925,,70,生命,1925,,0,,,,
395,,395,10066,4,,,806553:12,1,120,生命_2695,,80,生命,2695,,0,,,,
396,,396,10066,5,,,,1,120,生命_3465,,90,生命,3465,,0,,,,
397,,397,10067,,,,806553:1,1,30,,,40,,0,,0,,,,
398,,398,10067,1,,,806553:3,1,60,物理防御_48;生命_288,,50,物理防御,48,生命,288,,,,
399,,399,10067,2,,,806553:6,1,90,物理防御_96;生命_577,,60,物理防御,96,生命,577,,,,
400,,400,10067,3,,,806553:9,1,120,物理防御_160;生命_962,,70,物理防御,160,生命,962,,,,
401,,401,10067,4,,,806553:12,1,120,物理防御_224;生命_1347,,80,物理防御,224,生命,1347,,,,
402,,402,10067,5,,,,1,120,物理防御_288;生命_1732,,90,物理防御,288,生命,1732,,,,
403,,403,10068,,,,806553:1,1,30,,,40,,0,,0,,,,
404,,404,10068,1,,,806553:3,1,60,法术防御_60;生命_288,,50,法术防御,60,生命,288,,,,
405,,405,10068,2,,,806553:6,1,90,法术防御_120;生命_577,,60,法术防御,120,生命,577,,,,
406,,406,10068,3,,,806553:9,1,120,法术防御_200;生命_962,,70,法术防御,200,生命,962,,,,
407,,407,10068,4,,,806553:12,1,120,法术防御_280;生命_1347,,80,法术防御,280,生命,1347,,,,
408,,408,10068,5,,,,1,120,法术防御_360;生命_1732,,90,法术防御,360,生命,1732,,,,
409,,409,10069,,,,806553:1,1,30,,,40,,0,,0,,,,
410,,410,10069,1,,,806553:3,1,60,物理攻击_261;法术攻击_208,,50,物理攻击,261,法术攻击,208,,,,
411,,411,10069,2,,,806553:6,1,90,物理攻击_522;法术攻击_417,,60,物理攻击,522,法术攻击,417,,,,
412,,412,10069,3,,,806553:9,1,120,物理攻击_870;法术攻击_696,,70,物理攻击,870,法术攻击,696,,,,
413,,413,10069,4,,,806553:12,1,120,物理攻击_1218;法术攻击_974,,80,物理攻击,1218,法术攻击,974,,,,
414,,414,10069,5,,,,1,120,物理攻击_1566;法术攻击_1252,,90,物理攻击,1566,法术攻击,1252,,,,
415,,415,10070,,,,806553:1,1,30,,,40,,0,,0,,,,
416,,416,10070,1,,,806553:3,1,60,生命_592,,50,生命,592,,0,,,,
417,,417,10070,2,,,806553:6,1,90,生命_1185,,60,生命,1185,,0,,,,
418,,418,10070,3,,,806553:9,1,120,生命_1975,,70,生命,1975,,0,,,,
419,,419,10070,4,,,806553:12,1,120,生命_2765,,80,生命,2765,,0,,,,
420,,420,10070,5,,,,1,120,生命_3555,,90,生命,3555,,0,,,,
421,,421,10071,,,,806553:1,1,30,,,40,,0,,0,,,,
422,,422,10071,1,,,806553:3,1,60,物理防御_50;生命_296,,50,物理防御,50,生命,296,,,,
423,,423,10071,2,,,806553:6,1,90,物理防御_100;生命_592,,60,物理防御,100,生命,592,,,,
424,,424,10071,3,,,806553:9,1,120,物理防御_168;生命_987,,70,物理防御,168,生命,987,,,,
425,,425,10071,4,,,806553:12,1,120,物理防御_235;生命_1382,,80,物理防御,235,生命,1382,,,,
426,,426,10071,5,,,,1,120,物理防御_302;生命_1777,,90,物理防御,302,生命,1777,,,,
427,,427,10072,,,,806553:1,1,30,,,40,,0,,0,,,,
428,,428,10072,1,,,806553:3,1,60,法术防御_63;生命_296,,50,法术防御,63,生命,296,,,,
429,,429,10072,2,,,806553:6,1,90,法术防御_126;生命_592,,60,法术防御,126,生命,592,,,,
430,,430,10072,3,,,806553:9,1,120,法术防御_210;生命_987,,70,法术防御,210,生命,987,,,,
431,,431,10072,4,,,806553:12,1,120,法术防御_294;生命_1382,,80,法术防御,294,生命,1382,,,,
432,,432,10072,5,,,,1,120,法术防御_378;生命_1777,,90,法术防御,378,生命,1777,,,,
433,,433,10073,,,,806553:1,1,30,,,40,,0,,0,,,,
434,,434,10073,1,,,806553:3,1,60,物理攻击_252;法术攻击_201,,50,物理攻击,252,法术攻击,201,,,,
435,,435,10073,2,,,806553:6,1,90,物理攻击_504;法术攻击_403,,60,物理攻击,504,法术攻击,403,,,,
436,,436,10073,3,,,806553:9,1,120,物理攻击_840;法术攻击_672,,70,物理攻击,840,法术攻击,672,,,,
437,,437,10073,4,,,806553:12,1,120,物理攻击_1176;法术攻击_940,,80,物理攻击,1176,法术攻击,940,,,,
438,,438,10073,5,,,,1,120,物理攻击_1512;法术攻击_1209,,90,物理攻击,1512,法术攻击,1209,,,,
439,,439,10074,,,,806553:1,1,30,,,40,,0,,0,,,,
440,,440,10074,1,,,806553:3,1,60,生命_615,,50,生命,615,,0,,,,
441,,441,10074,2,,,806553:6,1,90,生命_1230,,60,生命,1230,,0,,,,
442,,442,10074,3,,,806553:9,1,120,生命_2050,,70,生命,2050,,0,,,,
443,,443,10074,4,,,806553:12,1,120,生命_2870,,80,生命,2870,,0,,,,
444,,444,10074,5,,,,1,120,生命_3690,,90,生命,3690,,0,,,,
445,,445,10075,,,,806553:1,1,30,,,40,,0,,0,,,,
446,,446,10075,1,,,806553:3,1,60,物理防御_52;生命_307,,50,物理防御,52,生命,307,,,,
447,,447,10075,2,,,806553:6,1,90,物理防御_105;生命_615,,60,物理防御,105,生命,615,,,,
448,,448,10075,3,,,806553:9,1,120,物理防御_176;生命_1025,,70,物理防御,176,生命,1025,,,,
449,,449,10075,4,,,806553:12,1,120,物理防御_246;生命_1435,,80,物理防御,246,生命,1435,,,,
450,,450,10075,5,,,,1,120,物理防御_316;生命_1845,,90,物理防御,316,生命,1845,,,,
451,,451,10076,,,,806553:1,1,30,,,40,,0,,0,,,,
452,,452,10076,1,,,806553:3,1,60,法术防御_66;生命_307,,50,法术防御,66,生命,307,,,,
453,,453,10076,2,,,806553:6,1,90,法术防御_132;生命_615,,60,法术防御,132,生命,615,,,,
454,,454,10076,3,,,806553:9,1,120,法术防御_220;生命_1025,,70,法术防御,220,生命,1025,,,,
455,,455,10076,4,,,806553:12,1,120,法术防御_308;生命_1435,,80,法术防御,308,生命,1435,,,,
456,,456,10076,5,,,,1,120,法术防御_396;生命_1845,,90,法术防御,396,生命,1845,,,,
457,,457,10077,,,,806553:1,1,30,,,40,,0,,0,,,,
458,,458,10077,1,,,806553:3,1,60,物理攻击_270;法术攻击_194,,50,物理攻击,270,法术攻击,194,,,,
459,,459,10077,2,,,806553:6,1,90,物理攻击_540;法术攻击_388,,60,物理攻击,540,法术攻击,388,,,,
460,,460,10077,3,,,806553:9,1,120,物理攻击_900;法术攻击_648,,70,物理攻击,900,法术攻击,648,,,,
461,,461,10077,4,,,806553:12,1,120,物理攻击_1260;法术攻击_907,,80,物理攻击,1260,法术攻击,907,,,,
462,,462,10077,5,,,,1,120,物理攻击_1620;法术攻击_1166,,90,物理攻击,1620,法术攻击,1166,,,,
463,,463,10078,,,,806553:1,1,30,,,40,,0,,0,,,,
464,,464,10078,1,,,806553:3,1,60,生命_480,,50,生命,480,,0,,,,
465,,465,10078,2,,,806553:6,1,90,生命_960,,60,生命,960,,0,,,,
466,,466,10078,3,,,806553:9,1,120,生命_1600,,70,生命,1600,,0,,,,
467,,467,10078,4,,,806553:12,1,120,生命_2240,,80,生命,2240,,0,,,,
468,,468,10078,5,,,,1,120,生命_2880,,90,生命,2880,,0,,,,
469,,469,10079,,,,806553:1,1,30,,,40,,0,,0,,,,
470,,470,10079,1,,,806553:3,1,60,物理防御_69;生命_240,,50,物理防御,69,生命,240,,,,
471,,471,10079,2,,,806553:6,1,90,物理防御_138;生命_480,,60,物理防御,138,生命,480,,,,
472,,472,10079,3,,,806553:9,1,120,物理防御_230;生命_800,,70,物理防御,230,生命,800,,,,
473,,473,10079,4,,,806553:12,1,120,物理防御_322;生命_1120,,80,物理防御,322,生命,1120,,,,
474,,474,10079,5,,,,1,120,物理防御_414;生命_1440,,90,物理防御,414,生命,1440,,,,
475,,475,10080,,,,806553:1,1,30,,,40,,0,,0,,,,
476,,476,10080,1,,,806553:3,1,60,法术防御_55;生命_240,,50,法术防御,55,生命,240,,,,
477,,477,10080,2,,,806553:6,1,90,法术防御_110;生命_480,,60,法术防御,110,生命,480,,,,
478,,478,10080,3,,,806553:9,1,120,法术防御_184;生命_800,,70,法术防御,184,生命,800,,,,
479,,479,10080,4,,,806553:12,1,120,法术防御_257;生命_1120,,80,法术防御,257,生命,1120,,,,
480,,480,10080,5,,,,1,120,法术防御_331;生命_1440,,90,法术防御,331,生命,1440,,,,
481,,481,10081,,,,806553:1,1,30,,,40,,0,,0,,,,
482,,482,10081,1,,,806553:3,1,60,物理攻击_261;法术攻击_187,,50,物理攻击,261,法术攻击,187,,,,
483,,483,10081,2,,,806553:6,1,90,物理攻击_522;法术攻击_374,,60,物理攻击,522,法术攻击,374,,,,
484,,484,10081,3,,,806553:9,1,120,物理攻击_870;法术攻击_624,,70,物理攻击,870,法术攻击,624,,,,
485,,485,10081,4,,,806553:12,1,120,物理攻击_1218;法术攻击_873,,80,物理攻击,1218,法术攻击,873,,,,
486,,486,10081,5,,,,1,120,物理攻击_1566;法术攻击_1123,,90,物理攻击,1566,法术攻击,1123,,,,
487,,487,10082,,,,806553:1,1,30,,,40,,0,,0,,,,
488,,488,10082,1,,,806553:3,1,60,生命_495,,50,生命,495,,0,,,,
489,,489,10082,2,,,806553:6,1,90,生命_990,,60,生命,990,,0,,,,
490,,490,10082,3,,,806553:9,1,120,生命_1650,,70,生命,1650,,0,,,,
491,,491,10082,4,,,806553:12,1,120,生命_2310,,80,生命,2310,,0,,,,
492,,492,10082,5,,,,1,120,生命_2970,,90,生命,2970,,0,,,,
493,,493,10083,,,,806553:1,1,30,,,40,,0,,0,,,,
494,,494,10083,1,,,806553:3,1,60,物理防御_72;生命_247,,50,物理防御,72,生命,247,,,,
495,,495,10083,2,,,806553:6,1,90,物理防御_144;生命_495,,60,物理防御,144,生命,495,,,,
496,,496,10083,3,,,806553:9,1,120,物理防御_240;生命_825,,70,物理防御,240,生命,825,,,,
497,,497,10083,4,,,806553:12,1,120,物理防御_336;生命_1155,,80,物理防御,336,生命,1155,,,,
498,,498,10083,5,,,,1,120,物理防御_432;生命_1485,,90,物理防御,432,生命,1485,,,,
499,,499,10084,,,,806553:1,1,30,,,40,,0,,0,,,,
500,,500,10084,1,,,806553:3,1,60,法术防御_57;生命_247,,50,法术防御,57,生命,247,,,,
501,,501,10084,2,,,806553:6,1,90,法术防御_115;生命_495,,60,法术防御,115,生命,495,,,,
502,,502,10084,3,,,806553:9,1,120,法术防御_192;生命_825,,70,法术防御,192,生命,825,,,,
503,,503,10084,4,,,806553:12,1,120,法术防御_268;生命_1155,,80,法术防御,268,生命,1155,,,,
504,,504,10084,5,,,,1,120,法术防御_345;生命_1485,,90,法术防御,345,生命,1485,,,,
505,,505,10085,,,,806553:1,1,30,,,40,,0,,0,,,,
506,,506,10085,1,,,806553:3,1,60,物理攻击_252;法术攻击_180,,50,物理攻击,252,法术攻击,180,,,,
507,,507,10085,2,,,806553:6,1,90,物理攻击_504;法术攻击_360,,60,物理攻击,504,法术攻击,360,,,,
508,,508,10085,3,,,806553:9,1,120,物理攻击_840;法术攻击_600,,70,物理攻击,840,法术攻击,600,,,,
509,,509,10085,4,,,806553:12,1,120,物理攻击_1176;法术攻击_840,,80,物理攻击,1176,法术攻击,840,,,,
510,,510,10085,5,,,,1,120,物理攻击_1512;法术攻击_1080,,90,物理攻击,1512,法术攻击,1080,,,,
511,,511,10086,,,,806553:1,1,30,,,40,,0,,0,,,,
512,,512,10086,1,,,806553:3,1,60,生命_510,,50,生命,510,,0,,,,
513,,513,10086,2,,,806553:6,1,90,生命_1020,,60,生命,1020,,0,,,,
514,,514,10086,3,,,806553:9,1,120,生命_1700,,70,生命,1700,,0,,,,
515,,515,10086,4,,,806553:12,1,120,生命_2380,,80,生命,2380,,0,,,,
516,,516,10086,5,,,,1,120,生命_3060,,90,生命,3060,,0,,,,
517,,517,10087,,,,806553:1,1,30,,,40,,0,,0,,,,
518,,518,10087,1,,,806553:3,1,60,物理防御_75;生命_255,,50,物理防御,75,生命,255,,,,
519,,519,10087,2,,,806553:6,1,90,物理防御_150;生命_510,,60,物理防御,150,生命,510,,,,
520,,520,10087,3,,,806553:9,1,120,物理防御_250;生命_850,,70,物理防御,250,生命,850,,,,
521,,521,10087,4,,,806553:12,1,120,物理防御_350;生命_1190,,80,物理防御,350,生命,1190,,,,
522,,522,10087,5,,,,1,120,物理防御_450;生命_1530,,90,物理防御,450,生命,1530,,,,
523,,523,10088,,,,806553:1,1,30,,,40,,0,,0,,,,
524,,524,10088,1,,,806553:3,1,60,法术防御_60;生命_255,,50,法术防御,60,生命,255,,,,
525,,525,10088,2,,,806553:6,1,90,法术防御_120;生命_510,,60,法术防御,120,生命,510,,,,
526,,526,10088,3,,,806553:9,1,120,法术防御_200;生命_850,,70,法术防御,200,生命,850,,,,
527,,527,10088,4,,,806553:12,1,120,法术防御_280;生命_1190,,80,法术防御,280,生命,1190,,,,
528,,528,10088,5,,,,1,120,法术防御_360;生命_1530,,90,法术防御,360,生命,1530,,,,
529,,529,10089,,,,806553:1,1,30,,,40,,0,,0,,,,
530,,530,10089,1,,,806553:3,1,60,物理攻击_270;法术攻击_194,,50,物理攻击,270,法术攻击,194,,,,
531,,531,10089,2,,,806553:6,1,90,物理攻击_540;法术攻击_388,,60,物理攻击,540,法术攻击,388,,,,
532,,532,10089,3,,,806553:9,1,120,物理攻击_900;法术攻击_648,,70,物理攻击,900,法术攻击,648,,,,
